gene_name_biomart,feature_id,effect_size,conf.low,conf.high,AveExpr,t,p_value,adj.P.Val,B,term,R2,R2adj,padj
SFRP5,seq.23296.29,6.148193374776384,2.2623614384911344,10.034025311061633,10.206029835093393,7.496519472089487,2.3649975587403677e-11,1.7063457386311753e-7,15.341945497607178,Collagen cluster 4,0.40095750792396523,0.3950845423153766,1.7063457386311753e-7
GALNT16,seq.8923.94,3.9918324856470164,1.1900818830533195,6.793583088240713,11.973388729442917,6.7501401229452895,8.862186898301717e-10,2.48685769198795e-6,11.951772585665964,Collagen cluster 4,0.31933169345483936,0.3126584747632202,2.48685769198795e-6
SVEP1,seq.11178.21,5.869688674793277,1.7303269123968175,10.009050437189737,10.854872168429642,6.718585551525785,1.0340364623650519e-9,2.48685769198795e-6,11.807570547931203,Collagen cluster 4,0.3222184281753002,0.3155735108044698,2.48685769198795e-6
C7,seq.13731.14,5.168641420419777,1.4379923802530725,8.899290460586482,14.999284921389854,6.564296312012248,2.1518674710036828e-9,3.881430950822893e-6,11.122051418865624,Collagen cluster 4,0.33382668318875963,0.3272955722396298,3.881430950822893e-6
CLSTN2,seq.18882.7,5.196949917887111,1.2743785394277243,9.119521296346498,9.404313803584362,6.277313875108607,8.267544730109816e-9,1.1930067045548466e-5,9.863458998874115,Collagen cluster 4,0.2853677196197246,0.278361520792467,1.1930067045548466e-5
NFASC,seq.7179.69,4.630190025293257,1.1067153038424973,8.153664746744017,10.226155184135298,6.226210837193324,1.048057743713243e-8,1.2602894368151747e-5,9.641758801371793,Collagen cluster 4,0.2783133424278489,0.27123798303988667,1.2602894368151747e-5
SVEP1,seq.11109.56,5.313388767928864,1.2215546009095029,9.405222934948226,11.346255518963158,6.152473290999916,1.4737020179258959e-8,1.5186550065292364e-5,9.323227886989653,Collagen cluster 4,0.2858051560243441,0.2788032457892887,1.5186550065292364e-5
TRIL,seq.6527.1,3.319631079243655,0.7510085116523602,5.88825364683495,11.126141515143654,6.1229077472632625,1.6838863551259725e-8,1.5186550065292364e-5,9.1985173056934,Collagen cluster 4,0.2846662035766129,0.2776531271410895,1.5186550065292364e-5
EFEMP1,seq.8480.29,3.6590294977778366,0.7707761728575089,6.547282822698165,11.319543285697645,6.0023358411463,2.932463284510616e-8,2.3508580664160105e-5,8.680390490808055,Collagen cluster 4,0.27108627345082936,0.2639400604454454,2.3508580664160105e-5
COLEC11,seq.4430.44,9.292358371560576,1.8994331791504138,16.68528356397074,12.250763763868484,5.95532965873352,3.634889719937475e-8,2.5145022802777462e-5,8.479878457913522,Collagen cluster 4,0.2874054058213892,0.28041918430983415,2.5145022802777462e-5
NRP1,seq.5542.22,3.160549206513919,0.6409810289917282,5.68011738403611,11.337018311800735,5.94286197424999,3.833614010125462e-8,2.5145022802777462e-5,8.430000972922851,Collagen cluster 4,0.31759556444227544,0.31090532487798406,2.5145022802777462e-5
GNPTG,seq.10666.7,2.452899133851455,0.48255344636329567,4.4232448213396145,9.811827056417505,5.897865152292236,4.701205012618398e-8,2.8265995138368117e-5,8.239509825150556,Collagen cluster 4,0.26158041212813576,0.2543410044039017,2.8265995138368117e-5
MFAP4,seq.5636.10,5.860861815377208,1.1082153117873492,10.613508318967067,10.030827132342859,5.842815017155993,6.049944719532286e-8,3.357719319340419e-5,8.00423378736718,Collagen cluster 4,0.26331351780166956,0.25609110130952895,3.357719319340419e-5
TIMP1,seq.23173.3,4.104229353245651,0.7433357628882269,7.465122943603074,12.664223238473378,5.785928036518777,7.81439107513386e-8,4.027202257649343e-5,7.7653944056659805,Collagen cluster 4,0.25179295800286683,0.24445759484603213,4.027202257649343e-5
MERTK,seq.19787.14,4.783790561639701,0.80861848256778,8.758962640711621,11.153588562205222,5.701805418360195,1.1384996594484116e-7,5.47618336194686e-5,7.414295930766049,Collagen cluster 4,0.2818223772524109,0.2747814201666503,5.47618336194686e-5
QSOX1,seq.6217.23,3.209211006809505,0.5260189249808964,5.892403088638114,11.615351674538207,5.666466064186782,1.3292488505848594e-7,5.994081535606101e-5,7.269679781963968,Collagen cluster 4,0.2516806226423075,0.2443441581584086,5.994081535606101e-5
STX3,seq.7186.111,3.0167731655090786,0.4501595043333193,5.583386826684838,8.913172656394119,5.56901416919054,2.051296356676027e-7,8.314623881510747e-5,6.8653173583599,Collagen cluster 4,0.26002304971375234,0.25276837373055383,8.314623881510747e-5
FBLN5,seq.15585.304,3.2872915456819816,0.4891815791440117,6.085401512219951,12.541226816694396,5.565910565031707,2.0743344402937415e-7,8.314623881510747e-5,6.854751990414511,Collagen cluster 4,0.24032019804836657,0.23287235685276242,8.314623881510747e-5
CD14,seq.8969.49,2.431958759722481,0.3510357977274303,4.512881721717532,10.085249400572744,5.536786535587123,2.357263433111274e-7,8.951397720998865e-5,6.735562569387043,Collagen cluster 4,0.26859690759560007,0.2614262890426158,8.951397720998865e-5
FCN2,seq.3313.21,-3.2096711958060924,-5.965638431403034,-0.4537039602091508,15.924814888443914,-5.5180122813277315,2.5672298619209497e-7,9.261281726879826e-5,6.656230518350164,Collagen cluster 4,0.2325328017230439,0.2250086135046423,9.261281726879826e-5
RP9,seq.20988.63,4.100118073142796,0.533765775801649,7.6664703704839425,10.985266730698514,5.447136888775414,3.500573100801963e-7,1.1341934506219505e-4,6.367343529201684,Collagen cluster 4,0.22750545795310162,0.21993198205068099,1.1341934506219505e-4
GATAD1,seq.22154.37,-2.3609239015508545,-4.415372294103604,-0.30647550899810483,15.360386093645985,-5.44432859177222,3.534141425941198e-7,1.1341934506219505e-4,6.358276061389751,Collagen cluster 4,0.25364039199178345,0.24632314093287933,1.1341934506219505e-4
SPON1,seq.4297.62,2.770238361776921,0.35502297417064854,5.185453749383193,10.084232490841549,5.4342562903961715,3.698267541340407e-7,1.1341934506219505e-4,6.31609731961863,Collagen cluster 4,0.22929997198740426,0.2217440893598298,1.1341934506219505e-4
PHYH,seq.23369.17,-1.8048649545307647,-3.379773847244002,-0.22995606181752715,10.857629984846922,-5.429337678400058,3.772784866933723e-7,1.1341934506219505e-4,6.297420648661876,Collagen cluster 4,0.2891983677376976,0.2822297242841456,1.1341934506219505e-4
FCN2,seq.13717.15,-4.013594368923787,-7.525463130952723,-0.5017256068948508,14.305790323763683,-5.414911571544917,4.0279796477119995e-7,1.1624749263296831e-4,6.236648629468431,Collagen cluster 4,0.23845997885111936,0.23099390021240485,1.1624749263296831e-4
LTBP4,seq.13133.73,3.2237729896737104,0.39309266126601417,6.054453318081407,13.831932167754932,5.3956152627157845,4.371647808051242e-7,1.2131322667342197e-4,6.1602796322028555,Collagen cluster 4,0.26091496140387127,0.2536690296529289,1.2131322667342197e-4
SEMA7A,seq.7019.13,3.3800763743850695,0.3842985628200455,6.375854185950093,10.98371943760635,5.345804616729456,5.43473530611291e-7,1.4522820456890607e-4,5.957782094686505,Collagen cluster 4,0.23606523926905087,0.22857568279129648,1.4522820456890607e-4
HSPG2,seq.15626.223,2.488568929328986,0.23922181696731082,4.737916041690662,10.541233367587719,5.241441843241692,8.49153407149054e-7,2.1880863687787232e-4,5.542415039369021,Collagen cluster 4,0.26602819691341184,0.25883239492236676,2.1880863687787232e-4
ENG,seq.4908.6,3.0233994615724207,0.26147736314237013,5.785321560002471,11.313980236499232,5.186378659529209,1.075491733823104e-6,2.675749261908171e-4,5.322810449508613,Collagen cluster 4,0.2300265225101802,0.22247776292694676,2.675749261908171e-4
FADD,seq.16593.3,-1.8060552673893349,-3.462943316654446,-0.14916721812422407,11.521749104607558,-5.1641095550696,1.1806706061869117e-6,2.8395128078795225e-4,5.235980783198866,Collagen cluster 4,0.2641547199672004,0.2569405505551141,2.8395128078795225e-4
IGFBP5,seq.2685.21,-2.239675112753861,-4.336073493595407,-0.14327673191231494,15.536537391886364,-5.061378140283388,1.821976205034817e-6,4.2405026836536143e-4,4.83293837537441,Collagen cluster 4,0.21486417252202383,0.20716676244871035,4.2405026836536143e-4
ADM,seq.14115.34,-1.1140598116223295,-2.158487537646327,-0.0696320855983319,10.774440063577627,-5.053446729987089,1.8836710485213768e-6,4.2470895672130416e-4,4.8020167603131965,Collagen cluster 4,0.24159389846995372,0.23415854453338458,4.2470895672130416e-4
MINPP1,seq.5586.66,1.6975094683785046,0.09115741835817048,3.303861518398839,10.922657713482128,5.006440395608245,2.293328725186111e-6,5.014050530975088e-4,4.6193409426388525,Collagen cluster 4,0.2802091423943278,0.27315236928054676,5.014050530975088e-4
TIMP1,seq.2211.9,3.562609386381086,0.16466710105467408,6.960551671707497,12.874238841263551,4.9676201250590895,2.7013739461199647e-6,5.732474418016337e-4,4.467555919291603,Collagen cluster 4,0.2018755826702846,0.19405083348077756,5.732474418016337e-4
ADGRE2,seq.4546.27,3.3763399134270355,0.1412524543155831,6.611427372538488,10.598116919004399,4.944886238969991,2.968745872944955e-6,6.119857563799386e-4,4.380004601609474,Collagen cluster 4,0.2285133059268719,0.22094971088693927,6.119857563799386e-4
