gene_name_biomart,feature_id,effect_size,conf.low,conf.high,AveExpr,t,p_value,adj.P.Val,B,term,R2,R2adj,padj
TAFA2,seq.6430.36,2.574790732471263,0.6836419082517369,4.465939556690789,7.834913397033745,6.450765832586439,3.6745973121029242e-9,2.6512219606822598e-5,9.752415105775496,Collagen cluster 3,0.29678357586706017,0.2898892971990902,2.6512219606822598e-5
MYBPH,seq.25065.22,1.2175366824674871,0.08493814606156458,2.35013521887341,9.725158222142134,5.092865972637421,1.59578033342108e-6,0.005756777552816546,4.596382417889563,Collagen cluster 3,0.23675494715147327,0.22927215251570332,0.005756777552816546
SNRPD3,seq.17774.38,2.2950024928813773,0.10695612772217089,4.483048858040584,8.426975884489167,4.969602903763731,2.679043282983676e-6,0.006443099095575741,4.156389240950524,Collagen cluster 3,0.2229797290659934,0.2153618832725227,0.006443099095575741
SLC26A7,seq.13979.3,0.8482725818239751,0.008429016669287415,1.688116146978663,9.90927211667205,4.785124252217818,5.713149923146244e-6,0.008374821599885073,3.5135639367701117,Collagen cluster 3,0.23434467006753745,0.2268382452642781,0.008374821599885073
FANCL,seq.10063.10,1.0479579095067013,-1.8212535493256077e-4,2.096097944368335,8.519993983540289,4.736752780528715,6.953145379956484e-6,0.008374821599885073,3.3469365572597596,Collagen cluster 3,0.19975845282844062,0.19191294746401366,0.008374821599885073
TOPBP1,seq.9947.22,1.7535949783330884,-4.5417576514372726e-4,3.5076441324313206,8.356366469699676,4.7367730849915715,6.964508606973034e-6,0.008374821599885073,3.3455907264665097,Collagen cluster 3,0.20135348622197002,0.19352361843983246,0.008374821599885073
PPARGC1A,seq.11825.27,1.4459152376847917,-0.0422710648612632,2.934101540230847,8.722252172594317,4.603419768302406,1.189640988938434e-5,0.012261799621701146,2.8916647070156536,Collagen cluster 3,0.17590041099412534,0.1678210032587737,0.012261799621701146
SAP18,seq.12830.4,1.5928197546635756,-0.06180193284317448,3.2474414421703255,9.943331053717934,4.5610304077556405,1.4077349777311784e-5,0.012696009830413066,2.7490408126418604,Collagen cluster 3,0.1852734122406956,0.17728589667442785,0.012696009830413066
ATF5,seq.23771.17,0.9482148200046745,-0.045719006891560166,1.9421486469009093,8.859705510965968,4.519656779495246,1.655217682266227e-5,0.012792620407179036,2.6118166753984973,Collagen cluster 3,0.19787937235264408,0.19001544463061126,0.012792620407179036
VSTM1,seq.20570.18,-2.4629676169287547,-5.054729975718341,0.1287947418608315,8.939590720331664,-4.502550270613294,1.773058961493976e-5,0.012792620407179036,2.553629895308042,Collagen cluster 3,0.1827205410548125,0.1747079973396637,0.012792620407179036
DEFA1|DEFA1B,seq.9250.87,-3.1450799642379854,-6.649727810427029,0.3595678819510577,11.226293457280898,-4.251893255391743,4.670681357517244e-5,0.030635423631351737,1.7344675888839163,Collagen cluster 3,0.15770011502659476,0.1494422730170516,0.030635423631351737
MYOM2,seq.13534.20,3.742151103100865,-0.5644294476928287,8.048731653894558,10.920057835159314,4.117027726230325,7.75492252483807e-5,0.046626471680588893,1.3066157933620932,Collagen cluster 3,0.22743055719354754,0.21985634696995493,0.046626471680588893
MYBPC1,seq.7648.9,3.2761335424438878,-0.5346947047493584,7.086961789637134,10.858778407166836,4.073214370372421,9.12341858025404e-5,0.050634973120409925,1.1696424177170313,Collagen cluster 3,0.17505593791540974,0.16696825103222757,0.050634973120409925
ELL3,seq.22129.55,1.4172043192008814,-0.2635233812973008,3.097932019699064,8.352662245427357,3.995123013270001,1.215553466742509e-4,0.06264441616105144,0.9280222004442091,Collagen cluster 3,0.14048586359999482,0.13205925441960265,0.06264441616105144
ACTN2,seq.9844.138,3.5475635038562925,-0.7142121133547179,7.809339121067303,9.87670542346493,3.943979462510779,1.46405077240557e-4,0.06967286537024414,0.7715545358595142,Collagen cluster 3,0.20680217940731993,0.19902573018582304,0.06967286537024414
TNC,seq.4155.3,2.3054982770843457,-0.47464854599263706,5.0856451001613285,12.444194202431323,3.929091263685404,1.5450670075175415e-4,0.06967286537024414,0.7262730826992501,Collagen cluster 3,0.1335325260238568,0.1250377468672279,0.06967286537024414
MYOM3,seq.13966.30,1.2940008962127485,-0.33072696374637656,2.9187287561718733,10.837488235710337,3.7734811504830876,2.6911922385942146e-4,0.11399947720651428,0.26045048121989023,Collagen cluster 3,0.19681262919245102,0.18893824320414165,0.11399947720651428
CRISPLD2,seq.5691.2,-2.544408205662004,-5.752506524769772,0.6636901134457638,9.78455881362129,-3.757804347510703,2.84406180140992e-4,0.11399947720651428,0.21416289149139,Collagen cluster 3,0.18756609815843306,0.17960105990508435,0.11399947720651428
NRP1,seq.5542.22,1.2738598906901524,-0.3471360774544956,2.8948558588348003,11.337018311800735,3.7231881261335102,3.2091534100270905e-4,0.12186337817550241,0.11296924005453679,Collagen cluster 3,0.18797795369479375,0.18001695324082112,0.12186337817550241
TRIM72,seq.24320.3,0.9917636164651755,-0.27703330911695856,2.2605605420473096,7.915696192397457,3.703192548001217,3.4396804796166914e-4,0.12408647330217214,0.054871746864609605,Collagen cluster 3,0.19706195857192443,0.18919001698929627,0.12408647330217214
CTH,seq.21599.6,2.4618986479393508,-0.7020059460857437,5.625803241964445,7.924602772232629,3.686734283012812,3.644383912364092e-4,0.12521061870336628,0.006562236288822021,Collagen cluster 3,0.11785591553542096,0.10920744411910166,0.12521061870336628
ZFP91,seq.13651.54,2.1684450853384343,-0.6723021947732288,5.009192365450097,8.447243690510426,3.6166865874231853,4.63909788347506e-4,0.15214132376942072,-0.19517699842240877,Collagen cluster 3,0.11768425491348367,0.10903410054989038,0.15214132376942072
ITGA5,seq.6932.42,0.6164484399954393,-0.19578015890615097,1.4286770388970296,10.92420623217449,3.5956273009339674,4.981871475270075e-4,0.1532957973153932,-0.2547735338050998,Collagen cluster 3,0.1421253091108332,0.13371477292564526,0.1532957973153932
TNNT2,seq.5315.22,1.1811229445384526,-0.3812860160423015,2.7435319051192066,9.97365632227353,3.581751339228699,5.226463752240533e-4,0.1532957973153932,-0.2947096314228901,Collagen cluster 3,0.192074016437349,0.1841531734612446,0.1532957973153932
TNC,seq.5738.25,1.7194801020668458,-0.5581023130021572,3.9970625171358485,12.347686576403895,3.5769930821480016,5.311704688683062e-4,0.1532957973153932,-0.3082099991525329,Collagen cluster 3,0.12080902625684109,0.11218950690641794,0.1532957973153932
TNC,seq.6260.14,1.473532286552617,-0.5034767383243657,3.4505413114295997,14.14286029956538,3.5313929935765307,6.197991453727596e-4,0.16818275261996038,-0.43690109795645693,Collagen cluster 3,0.11964697716783523,0.11101606517928464,0.16818275261996038
EXOG,seq.22136.9,1.7172527221062581,-0.5897246409666423,4.024230085179159,7.813129185149588,3.526841375620245,6.29374126228542e-4,0.16818275261996038,-0.44967786633687723,Collagen cluster 3,0.128552407565808,0.12000880371841394,0.16818275261996038
S100A6,seq.13090.17,-1.1762752675049137,-2.7768140707102402,0.424263535700413,10.977511613887398,-3.4819640397862113,7.314007298689969e-4,0.18846629521445762,-0.5748305882572993,Collagen cluster 3,0.12079130318454101,0.11217161007850718,0.18846629521445762
