gene_name_biomart,feature_id,effect_size,conf.low,conf.high,AveExpr,t,p_value,adj.P.Val,B,term,R2,R2adj,padj
CELA1,seq.6107.3,-1.4310638117409924,-3.017764017027397,0.15563639354541214,14.47702425135507,-4.273254186542997,4.306228157376354e-5,0.3106943615547039,0.02200264814236519,Collagen cluster 2,0.17563943654459901,0.1675574702362128,0.3106943615547039
TNC,seq.5675.6,-1.6552793201536258,-3.694991030556449,0.38443239024919706,11.383274703349228,-3.845006738009031,2.0892056855806407e-4,0.6229610971348756,-0.862894962479591,Collagen cluster 2,0.17088698940967995,0.16275843048232386,0.6229610971348756
TNC,seq.6042.52,-0.692720621163783,-1.5723194208048497,0.18687817847728372,14.162169286427016,-3.731041359453143,3.1211957442604e-4,0.6229610971348756,-1.0879047001766846,Collagen cluster 2,0.1704347091806373,0.16230171613338862,0.6229610971348756
MMP7,seq.2789.26,-1.5494706311035584,-3.5736051978872023,0.47466393568008525,13.111770052048449,-3.62692497956192,4.479130561020996e-4,0.6229610971348756,-1.2904471984592396,Collagen cluster 2,0.1254006658570911,0.11682616258118028,0.6229610971348756
TNC,seq.7131.207,-1.1207623543051017,-2.60978692425685,0.3682622156466464,10.315173654262903,-3.566204765483557,5.509822434347246e-4,0.6229610971348756,-1.406486040507318,Collagen cluster 2,0.13553154189950167,0.12705636093773198,0.6229610971348756
PLEKHA7,seq.12731.12,0.9326884304637149,-0.30833879173877765,2.1737156526662074,8.07854557279101,3.5608189030310604,5.61134381883828e-4,0.6229610971348756,-1.4167135091590017,Collagen cluster 2,0.11634791592505023,0.10768466019882528,0.6229610971348756
CST4,seq.14076.74,-1.0711905454613344,-2.515347586654157,0.3729664957314882,8.675980264668537,-3.5143653953505347,6.563353086283773e-4,0.6229610971348756,-1.504480467341057,Collagen cluster 2,0.1379660619634009,0.12951474884539504,0.6229610971348756
RUFY1,seq.11425.31,0.5952790239862393,-0.24215705702650092,1.4327151049989797,10.996615083751518,3.3676386572899717,0.0010663885449340368,0.6229610971348756,-1.7760167076168125,Collagen cluster 2,0.1524474120721191,0.14413807297478687,0.6229610971348756
EVA1C,seq.7008.13,-0.9990405320211198,-2.4347556040552165,0.4366745400129768,14.394741708060755,-3.296927931404923,0.0013417122313807799,0.6229610971348756,-1.904376480222199,Collagen cluster 2,0.12218135500474858,0.11357528985773624,0.6229610971348756
FBLN5,seq.15585.304,-0.7667301916111608,-1.8731103794620578,0.33964999623973613,12.541226816694396,-3.28335356782276,0.0014012534098143035,0.6229610971348756,-1.9286108460313764,Collagen cluster 2,0.1009814279838831,0.09216752041509757,0.6229610971348756
PAXIP1,seq.12894.3,0.9511401037991158,-0.42453995397086763,2.326820161569099,10.64635182953875,3.2758322721687954,0.0014357241337889745,0.6229610971348756,-1.942189095703485,Collagen cluster 2,0.14538807124488928,0.13700952292376078,0.6229610971348756
REN,seq.3396.54,-1.900693113796199,-4.675708153297336,0.8743219257049382,13.931148598287386,-3.245198490110486,0.0015832582398873551,0.6229610971348756,-1.9967798469071498,Collagen cluster 2,0.1289964267389393,0.12045717602069361,0.6229610971348756
CDON,seq.4541.49,0.6619847331194619,-0.30650137196627314,1.6304708382051971,12.725874016447552,3.238255820078531,0.0016178676734434519,0.6229610971348756,-2.008820527112801,Collagen cluster 2,0.1306747920086938,0.12215199585191627,0.6229610971348756
ETS2,seq.12350.86,0.38927342982324814,-0.18085239501912104,0.9593992546656174,10.608504160010712,3.2347492683376413,0.0016359949375866127,0.6229610971348756,-2.015036530884758,Collagen cluster 2,0.12988225783364993,0.12135169173397975,0.6229610971348756
TNFSF15,seq.2968.61,-0.706928334848744,-1.7451264473241266,0.33126977762663856,9.577112059408122,-3.2261886533215542,0.001681807894105265,0.6229610971348756,-2.030465371548415,Collagen cluster 2,0.14589233291809656,0.13751872833886225,0.6229610971348756
REEP2,seq.23305.38,1.0142900646542123,-0.4778373902721764,2.506417519580601,11.592173178287736,3.220704315308522,0.0017112862182611054,0.6229610971348756,-2.0401563398489544,Collagen cluster 2,0.11074033905154079,0.10202210708145787,0.6229610971348756
POLR2J,seq.19199.3,0.43992946120265786,-0.20855077308778391,1.0884096954930995,8.798767981106163,3.213977845425643,0.0017473206649546162,0.6229610971348756,-2.0517550462379726,Collagen cluster 2,0.11893255577328621,0.11029463965341646,0.6229610971348756
TAF12,seq.22797.20,-0.9093917495888484,-2.2508695106977017,0.4320860115200049,10.403959964710825,-3.211900903325904,0.0017596144754141521,0.6229610971348756,-2.055686552259198,Collagen cluster 2,0.11205302203203082,0.10334765950293312,0.6229610971348756
PCSK9,seq.8246.9,-1.0526984321810764,-2.6298878576502256,0.524490993288073,12.781758689420505,-3.162384878309345,0.0020560072118132704,0.6229610971348756,-2.1424461407957005,Collagen cluster 2,0.11886261820147226,0.11022401641913371,0.6229610971348756
STXBP4,seq.24904.121,0.3480617308540372,-0.1807594912107699,0.8768829529188442,10.945066296071737,3.118200058525012,0.0023581414593223504,0.6229610971348756,-2.2187685055008632,Collagen cluster 2,0.09818440828732178,0.08934307895680538,0.6229610971348756
GKN1,seq.15374.15,0.7126774292468037,-0.3702318674219611,1.7955867259155684,10.460770926855592,3.118139406237361,0.002359531423465871,0.6229610971348756,-2.219112078021032,Collagen cluster 2,0.09797514964142229,0.08913176875555384,0.6229610971348756
AADAT,seq.22023.3,0.725390027196248,-0.37869299709780246,1.8294730514902984,9.056588832282893,3.1128948658754023,0.0023981470865309454,0.6229610971348756,-2.2281452924716865,Collagen cluster 2,0.09741321201075759,0.08856432193243169,0.6229610971348756
NEDD9,seq.12862.14,0.39085627499170333,-0.2053619291036331,0.9870744790870398,9.5838826938627,3.105763859581831,0.0024506243889140106,0.6229610971348756,-2.240174079708196,Collagen cluster 2,0.11240599303003518,0.10370409100091782,0.6229610971348756
RPRD1B,seq.19126.4,0.3957404637934631,-0.20863527595160497,1.0001162035385311,10.998579781125892,3.102130121356139,0.0024782760842073106,0.6229610971348756,-2.246416304699191,Collagen cluster 2,0.10270111796536496,0.09390407010228041,0.6229610971348756
