gene_name_biomart,feature_id,effect_size,conf.low,conf.high,AveExpr,t,p_value,adj.P.Val,B,term,R2,R2adj,padj
SVEP1,seq.11178.21,10.430301015346025,4.965052233480232,15.895549797211817,10.854872168429642,9.0424065396195,9.893515855131236e-15,7.138171689477187e-11,22.596204586468822,Collagen cluster 5,0.45802654953689825,0.45271308433627966,7.138171689477187e-11
SVEP1,seq.11109.56,9.774882370933422,4.393894070494275,15.15587067137257,11.346255518963158,8.606897177352431,9.069379384281501e-14,3.2717786128795514e-10,20.532006882832672,Collagen cluster 5,0.43371644122416975,0.42816464162832835,3.2717786128795514e-10
GALNT16,seq.8923.94,6.3954663611380065,2.4334487882056477,10.357483934070366,11.973388729442917,7.647508856407421,1.1135838271668597e-11,2.1593411886184725e-8,16.040652501520434,Collagen cluster 5,0.3753816771892361,0.3692579681420718,2.1593411886184725e-8
EFEMP1,seq.8480.29,6.370179764764457,2.4164357945265897,10.323923735002325,11.319543285697645,7.633435936451824,1.1971399521100332e-11,2.1593411886184725e-8,15.973057913667695,Collagen cluster 5,0.3741242441598823,0.36798820733792037,2.1593411886184725e-8
NFASC,seq.7179.69,7.785565034405074,2.8927184309674567,12.678411637842693,10.226155184135298,7.539206850618445,1.915983344688831e-11,2.4078317601179974e-8,15.53350685351274,Collagen cluster 5,0.3609834083290966,0.35471853978330337,2.4078317601179974e-8
TRIL,seq.6527.1,5.645166183458765,2.092858440425184,9.197473926492346,11.126141515143654,7.528787059415035,2.0023548940690206e-11,2.4078317601179974e-8,15.49218684519704,Collagen cluster 5,0.3733096294174535,0.3671656061764482,2.4078317601179974e-8
C7,seq.13731.14,8.271735999370966,2.980288812441149,13.563183186300783,14.999284921389854,7.4066073492181905,3.6831799223440303e-11,3.796306162816026e-8,14.922529340935863,Collagen cluster 5,0.3841732662340701,0.37813574923636495,3.796306162816026e-8
FCN2,seq.3313.21,-5.7161871026856135,-9.49307080002876,-1.9393034053424674,15.924814888443914,-7.170595829367378,1.1664597215925412e-10,1.052000861411273e-7,13.844602938509965,Collagen cluster 5,0.339147159113513,0.3326682096930572,1.052000861411273e-7
FBLN5,seq.15585.304,5.731178049741892,1.8608374223837783,9.601518677100007,12.541226816694396,7.015418394531381,2.4692808617677495e-10,1.8039761958979033e-7,13.14322576759944,Collagen cluster 5,0.33427885822108505,0.32775218036050746,1.8039761958979033e-7
QSOX1,seq.6217.23,5.517663138948399,1.7901412744567389,9.24518500344006,11.615351674538207,7.012838672086369,2.500313507828002e-10,1.8039761958979033e-7,13.131546805635807,Collagen cluster 5,0.338244676481549,0.33175687919215247,1.8039761958979033e-7
CLSTN2,seq.18882.7,8.1282066659546,2.4843348706449495,13.77207846126425,9.404313803584362,6.82361821854636,6.258067801595048e-10,4.1047235625916605e-7,12.273779530743575,Collagen cluster 5,0.31989873006134684,0.3132310705521443,4.1047235625916605e-7
MFAP2,seq.10569.28,3.7635523496433394,1.13208655583728,6.3950181434493985,9.861541304688593,6.7757768914335905,7.827446478751215e-10,4.425650059638227e-7,12.06439496850123,Collagen cluster 5,0.3237849702950376,0.3171554111802831,4.425650059638227e-7
FCN2,seq.13717.15,-6.977944169716497,-11.859322113622053,-2.0965662258109408,14.305790323763683,-6.773017199175232,7.974144251600409e-10,4.425650059638227e-7,12.047187424858897,Collagen cluster 5,0.3246723564987456,0.3180514972487333,4.425650059638227e-7
SPON1,seq.4297.62,4.717500052234294,1.3311752137215476,8.10382489074704,10.084232490841549,6.600135139117621,1.809783752815319e-9,9.326849840401805e-7,11.280793531367515,Collagen cluster 5,0.3051552721289911,0.2983430689145695,9.326849840401805e-7
SEMA3C,seq.6448.36,6.241943606035105,1.70119789662931,10.7826893154409,9.985577819594528,6.513130529898389,2.740419240361308e-9,1.3181416546137891e-6,10.893055231788274,Collagen cluster 5,0.31438850989698,0.3076668286214602,1.3181416546137891e-6
SEMA7A,seq.7019.13,5.761277072248783,1.5555247002950612,9.967029444202504,10.98371943760635,6.490410804597726,3.0501416306174213e-9,1.3318893094099512e-6,10.792967196466485,Collagen cluster 5,0.3089009059398762,0.30212542462556125,1.3318893094099512e-6
MFAP4,seq.5636.10,9.32582286415996,2.511594022565342,16.14005170575458,10.030827132342859,6.484366753155462,3.138200729032456e-9,1.3318893094099512e-6,10.766363966114696,Collagen cluster 5,0.3037534114569762,0.2969274645104759,1.3318893094099512e-6
SCARF2,seq.8956.96,3.8339043295308524,0.9902068515566693,6.677601807505035,10.193314342175631,6.387291602383294,4.927925303965394e-9,1.9752767260061287e-6,10.344430685928895,Collagen cluster 5,0.3205941522594523,0.3139333106149371,1.9752767260061287e-6
LTBP4,seq.13133.73,5.384616271629063,1.3822963008760984,9.386936242382028,13.831932167754932,6.3738880006302345,5.248629716727289e-9,1.993098074009863e-6,10.285521306575895,Collagen cluster 5,0.32194079377108487,0.3152931544943308,1.993098074009863e-6
GNPTG,seq.10666.7,3.819072914869205,0.9710930035376508,6.667052826200759,9.811827056417505,6.3530151887057675,5.785024586154499e-9,2.0869476194552357e-6,10.194578452865343,Collagen cluster 5,0.2914860626350484,0.2845398475628429,2.0869476194552357e-6
CXCL13,seq.3487.32,7.298215073785853,1.8165107225769273,12.779919424994779,8.998988912363608,6.308094219820882,7.1649899239091585e-9,2.461685823857361e-6,9.994844296980002,Collagen cluster 5,0.29451039589217154,0.28759383114601633,2.461685823857361e-6
TIMP1,seq.23173.3,6.406002733946419,1.5491613879024957,11.262844079990343,12.664223238473378,6.2492849142268945,9.418074508060969e-9,3.0887003443481764e-6,9.73938361395901,Collagen cluster 5,0.28175401359211605,0.27471238627439165,3.0887003443481764e-6
SFRP5,seq.23296.29,7.961711540093057,1.885202015425616,14.038221064760497,10.206029835093393,6.207966694216665,1.1405680776184976e-8,3.577912469572809e-6,9.56050545833206,Collagen cluster 5,0.3253914102188764,0.3187776005151399,3.577912469572809e-6
CNTNAP2,seq.6965.19,5.53436125426348,1.2569408299825664,9.811781678544394,9.936028761651793,6.130313547598512,1.6322763755863334e-8,4.9070308541064145e-6,9.225703972040176,Collagen cluster 5,0.2956042704801888,0.2886984299947004,4.9070308541064145e-6
